Glute Bridge,9,"<p>Lie on you back with your hips and knees flexed, feet on the ground. From this position, raise your butt off of the ground to a height where your body makes a straight line from your knees to your shoulders. To make the exercise more intense, you can add weight by letting a barbell rest on your hips as you complete the motion, or you can put your feet on a slightly higher surface such as a step or a bench.</p>",
Hammer Curl,8,<p>This exercise will help you to improve your biceps volume and force.</p>,1
Hammercurls,8,"<p>Hold two dumbbells and sit on a bench with a straight back, the shoulders are slightly rolled backwards. Your pals point to your body. Bend the arms and bring the weight up with a fast movement. Don't rotate your hands, as with the curls. Without any pause bring the dumbbell down with a slow, controlled movement.</p>
<p>Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.</p>",3
Hammercurls on Cable,8,"<p>Take a cable in your hands (palms parallel, point to each other), the body is straight. Bend the arms and bring the weight up with a fast movement. Without any pause bring it back down with a slow, controlled movement, but don't stretch completely your arms.</p>
<p>Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.</p>",
Hamstring Curls,9,"<p>Kneel, anchor feet; lean forward to the floor, pull back-up to kneeling position</p>",
Hand Grip,8,<p>chrome Hand Flex Grip to build up forearms muscles</p>,
Handstand Pushup,13,"The handstand push-up (press-up) - also called the vertical push-up (press-up) or the inverted push-up (press-up) also called commandos- is a type of push-up exercise where the body is positioned in a handstand. For a true handstand, the exercise is performed free-standing, held in the air. To prepare the strength until one has built adequate balance, the feet are often placed against a wall, held by a partner, or secured in some other way from falling. Handstand pushups require significant strength, as well as balance and control if performed free-standing.",7
Hanging Leg Raises,10,"<p>Hanging from bar or straps, bring legs up with knees extended or flexed</p>",
Hercules Pillars,8,<p>Grab two cables stand in the middle so both have tension and hold</p>,
High Knee Jumps,9,"<p>-Start with legs slightly wider than shoulder width</p>
<p>-Drop into a bodyweight squat</p>
<p>-As you hit the bottom of the squat, explode upwards into a jump while simultaneously tucking your knees into your chest midflight.  Remain tucked until the apex of your jump.</p>
<p>-Land on both feet, making sure your knees are not locked so as to avoid excessive strain upon your joints.  Collect yourself into the next rep as quickly but under control as possible.</p>",
High Knees,9,"<p>-Start with legs at a comfortable standing width</p>
<p>-Run in place, bringing knees to or above waist level</p>",
High Pull,13,"<p>Use a light barbell, perform explosive lift up starting from underneath knee cap level. Lift/raise explosively using hips, at shoulder level. Tempo: 2111</p>",
HIIT,9,"<p>Interval Sprints</p>
<p>20 sec Belastung</p>
<p>30 sec Regen.</p>",
Hindu Squats,9,"<p>Start with your feet shoulder width apart and arms slightly behind your back.</p>
<p>As you descend towards the floor, raise your heels off the ground, while keeping your back as vertical  as possible. </p>
<p>Upon attaining the bottom position, touch the hands to the heels.</p>
<p>Then stand up ending with the heels on the ground, arms extended in front of the chest then rowing into the start position.</p>",
"Hip Raise, Lying",12,"Lying down on your back, with your feet flat on the floor. Raise your hips up evenly as high as you can and hold for as long as you can.",7
Hip Rockers,9,"<p>Band at hip, rock back and forth.</p>",4
Hip Thrusts,9,"<ol>
<li>Start with your shoulder blades against a bench, and your arms spread across it for stability.  If your shoulders don’t reach the bench, you may need to start with your butt slightly off the floor.  Bend your knees to about 90 degrees, and make sure your feet are flat on the floor.</li>
<li>Take a big breath in, blow your air out fully, and brace your core.</li>
<li>Squeeze your glutes, lift up your hips pushing the barbell up. Hold for a second or two.</li>
<li>Slowly reslease and repeat.</li>
</ol>","1,8"
Hollow Hold,10,"<p>Get on a mat and lie on your back. Contract your abs, stretch your raise and legs and raise them (your head and shoulders are also be raised). Make sure your lower back remains in contact with the mat.</p>","4,7"
Horizontal Leg Press,9,<p>Bend slowly the legs as low as possible and the quadriceps should touch lightly the chest. Press the platform till the starting position. Hold the contraction and after a moment bend the legs again.</p>,
Horizontal Rows,12,"<ul>
<li>Straight body</li>
<li>Elbows in</li>
<li>Arms straight at the bottom</li>
<li>Rings/bar to chest and shoulder blades fully retracted (pinched together) at the top</li>
<li>Don't let your shoulders shrug up</li>
</ul>",
Hyperextensions,12,"<p>Lay on the hyperextension pad with the belly button just at the leading edge, the upper body can hang freely. Tense your whole back's muscles and bring your upper body up till it is horizontal, but not more. Go slowly down and don't relax your muscles.</p>",
Incline Barbell Bench Press,11,"<ol>
<li>Load the bar to an appropriate weight for your training.</li>
<li>Lay on the bench with your feet flat on the ground, driving through to your hips. Your back should be arched, and your shoulder blades retracted.</li>
<li>Take a medium, pronated grip covering the rings on the bar. Remove the bar from the rack, holding the weight above your chest with your arms extended. This will be your starting position.</li>
<li>Lower the bar to the sternum by flexing the elbows. Maintain control and do not bounce the bar off of your chest. Your lats should stay tight and elbows slightly drawn in.</li>
<li>After touching your torso with the bar, extend the elbows to return the bar to the starting position.</li>
</ol>","1,8,9"
Incline Bench Press,11,"<p>To do slowly, tempo is 4010</p> Another Description is : An incline elevates the shoulders and lowers the pelvis as if reclining in a chair; this variation emphasizes anterior deltoids with little emphasis at the upper (clavicular) head of the pectoralis major. This variation is called the incline bench press.","1,9"
Inclined Bench,11,<p>Simple chest bench machine rotate between chest muscles</p>,9
Incline Machine Chest Press,11,"<ol>
<li>Load an appropriate weight onto the pins and adjust the seat for your height. The handles should be near the top of the pectorals at the beginning of the motion. Your chest and head should be up and your shoulder blades retracted. This will be your starting position.</li>
<li>Press the handles forward by extending through the elbow.</li>
<li>After a brief pause at the top, return the weight just above the start position, keeping tension on the muscles by not returning the weight to the stops until the set is complete.</li>
</ol>",
Incline Plank With Alternate Floor Touch,10,"<p>Perform the plank with legs elevated, feet on a gymball. Once stabilised, slowly move one foot sideways off the ball, then make it touch the floor, then come back to starting position. Alternate with the other foot.</p>
<p>This is a core exercise.</p>",
Isometric Wipers,11,"<p>Assume push-up position, with hands slightly wider than shoulder width.</p>
<p>Shift body weight as far as possible to one side, allowing the elbow on that side to flex. </p>
<p>Reverse the motion, moving completely over to the other side.</p>
<p>Return to the starting position, and repeat for the desired number of repetitions.</p>",7
Jogging,9,"<p>Get your shoes on, go outside and start running at a moderate pace.</p> Another Description is : Jogging is a form of trotting or running at a slow or leisurely pace. The main intention is to increase physical fitness with less stress on the body than from faster running but more than walking, or to maintain a steady speed for longer periods of time. Performed over long distances, it is a form of aerobic endurance training.",
Jumping Jacks,9,"<p>Jump and extend arms towards head</p> Another Description is : <ol>
<li>Stand with feet together and arms at the sides</li>
<li>Jump to a position with the legs spread wide and the hands touching overhead</li>
<li>Repeat</li>
</ol>",
Karen Meets Grace,13,"<p>3 RFT</p>
<p>10 clean &amp; jerk 60kg</p>
<p>50 wallbals 9kg</p>",
Karo's Kicks,9,"<p>A kick developed by Karolina, it's used to strengthen swimming muscles</p>",8
Kettlebell Clean & Press,9,"<p>Doing a clean and press but with ketlebells.</p>
<p>Â </p>
<p>Start with the hips and butt back like a kettlebell swing, then fire glutes, hips and hamstrings to yeet the kettlebells forward and let the momentum swing them up as you straighten your legs and body. Using momentum from legs and butt, and some arm work, swing the kettebells up and over to the back of your wrists, arms bent and upright and at shoulder width. Widen stance slightly, drop a couple inches like you're beginning a squat, and then fire glutes and quads in conjunction with shoulders to put kettlebells over your head. Drop back down to shoulder head, swing back down and repeat.</p>",10
Kettlebell Swing,12,<p>Swing with a Kettlebell with power from your hipsÂ </p>,10
Kettlebell Swings,9,"<p>Hold the kettlebell securely in both hands. Keep your back flat throughout the move, avoiding any rounding of the spine.Keeping your knees ""soft"", hinge your hips backwards, letting the kettlebell swing between your knees.</p>
<p>You want to bend from the hips as far as you can <em>without letting your back round forwards</em>. Then, snap your hips forwards quickly and standing up straight, locking your body in an upright posture.</p>
<p>The speed you do this will cause your arms and the kettlebell to swing up in front of you. Don't try to <em>lift</em> the kettlebell with your arms. The snapping forwards of your hips will cause the kettlebell to swing forwards through momentum. Depending on the weight of the kettlebell and the speed of your hip movement, your arms will swing up to about shoulder height. At the top of this swing, let your hips hinge backwards again as the kettlebell swings back down to between your legs and the start of the next repetition.</p>",
Landmine Twists,10,"<p>Placing a barbell in the landmine or in a corner, grasp the head of the barbell besides your body while looking away from the barbell. Twist the barbell as if you were swinging a golf club. Repeat.</p>",1
Lateral-to-Front Raises,13,"<p>-(1) Perform a lateral raise, pausing at the top of the lift (2).</p>
<p>-Instead of lowering the weight, bring it to the front of your body so that you appear to be at the top position of a front raise.  You will do this by using a Pec Fly motion, maintaining straight arms. (3)</p>
<p>-Now lower the weight to your quadriceps, or, in other words, lower the dumbbells as though you are completing a Front Raise repetition. (4)</p>
<p>-Reverse the motion:  Perform a front raise (5), at the apex of the lift use a Reverse Fly motion to position the weights at the top of a Lateral Raise (6), and finally, lower the weights until your palms are essentially touching the sides of your thighs (7).  THIS IS ONE REP.</p>
<p>(1) l  <em>front view  </em>(2) -l- <em> FV  </em>  (3) l-  <em>side view</em>   (4) l  <em>SV/FV</em>   (5) l-  <em>SV  </em> (6) -l-  <em>FV  </em>  (7)  l  <em>FV/SV</em></p>",3
Lat Pull Down (Leaning Back),12,"<p>Lean Back, Pull into chest</p>",
Lat Pull Down (Straight Back),12,<p>Pull bar down to strenum and keep straight back.</p>,
Leg Curl,9,"The leg curl, also known as the hamstring curl, is an isolation exercise that targets the hamstring muscles. The exercise involves flexing the lower leg against resistance towards the buttocks. Other exercises that can be used to strengthen the hamstrings are the glute-ham raise and the deadlift.",
Leg Curls (laying),9,"<p>Lay on a bench and put your calves behind the leg holder (better if they are hold on around the lower calves). Hold a grip on the bars to make sure the body is firmly in place. Bend your legs bringing the weight up, go slowly back. During the exercise the body should not move, all work is done by the legs.</p>",
Leg Extension,9,"The leg extension is a resistance weight training exercise that targets the quadriceps muscle in the legs. The exercise is done using a machine called the Leg Extension Machine. There are various manufacturers of these machines and each one is slightly different. Most gym and weight rooms will have the machine in their facility. The leg extension is an isolated exercise targeting one specific muscle group, the quadriceps. It should not be considered as a total leg workout, such as the squat or deadlift. The exercise consists of bending the leg at the knee and extending the legs, then lowering them back to the original position. Another Description is : <p>Seated Leg Extension Machine</p> Another Description is : The leg extension is a resistance weight training exercise that targets the quadriceps muscle in the legs. The exercise is done using a machine called the Leg Extension Machine. There are various manufacturers of these machines and each one is slightly different. Most gym and weight rooms will have the machine in their facility. The leg extension is an isolated exercise targeting one specific muscle group, the quadriceps. It should not be considered as a total leg workout, such as the squat or deadlift. The exercise consists of bending the leg at the knee and extending the legs, then lowering them back to the original position.",
Leg Press,9,The leg press is a weight training exercise in which the individual pushes a weight or resistance away from them using their legs.,
Leg Presses (narrow),9,"<p>The exercise is very similar to the wide leg press:</p>
<p>Sit on the machine and put your feet on the platform so far apart  that you could just put another foot in between them. The feet are parallel and point up.</p>
<p>Lower the weight so much, that the knees form a right angle. Push immediately the platform up again, without any pause. When in the lower position, the knees point a bit outwards and the movement should be always fluid.</p>",
Leg Presses (wide),9,"<p>Sit on the machine and put your feet on the platform, a bit more than shoulder wide. The feet are turned outwards by a few degrees.</p>
<p>Lower the weight so much, that the knees form a right angle. Push immediately the platform up again, without any pause. When in the lower position, the knees point a bit outwards and the movement should be always fluid.</p>",
Leg Raise,9,"The leg raise is a strength training exercise which targets the iliopsoas (the anterior hip flexors). Because the abdominal muscles are used isometrically to stabilize the body during the motion, leg raises are also often used to strengthen the rectus abdominis muscle and the internal and external oblique muscles.",
"Leg Raises, Lying",10,<p>Lay down on a bench and hold onto the recliner with your hands to keep you stable. Hold your legs straight and lift them till they make an angle of about 45°. Make a short pause of 1 sec. and go slowly down to the initial position. To increase the intensity you can make a longer pause of 7 sec. every 5th time.</p>,4
"Leg Raises, Standing",10,"<p>Put your forearms on the pads on the leg raise machine, the body is hanging freely. Lift now your legs with a fast movement as high as you can, make a short pause of 1sec at the top, and bring them down again. Make sure that during the exercise your body does not swing, only the legs should move.</p>",
Leverage Machine Chest Press,11,<p>Be sure to adjust seat height so that the handles are towards the bottom of your pectorals.</p>,
Leverage Machine Iso Row,12,<p>Adjust seat height so that the handles are at the bottom of your pectorals or just below.</p>,
L Hold,10,<p>Hold the L position for as long as possible</p>,
LifeFitness Calf Extension Machine,14,Seated calf extension machine by LifeFitness,
Lift,8,<p>Arm exercise. Equipment required.</p> Another Description is : <p>Arm exercise. Equipment required</p>,
Lifts,8,<p>Arm exercise. Equipment required. Eg Dumbbells</p>,
Long-Pulley (low Row),12,"<p>Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched.</p>",
"Long-Pulley, Narrow",12,"<p>The exercise is the same as the regular long pulley, but with a narrow grip:</p>
<p>Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched.</p>",
Low Box Squat - Wide Stance,9,"<p>Unrack the bar and set your stance wide, beyond your hips.  Push your hips back and sit down to a box that takes you below parallel.  Sit completely down, do not touch and go.  Then explosively stand up.  Stay tight in your upper back and torso throughout the movement.</p>",1
Low Row Machine,12,"<p>Specific product for building strength in the trunk and latissimus dorsi muscles. The exercise involves pulling the two independent levers towards the chest, keeping the arms out in front and the elbows low, parallel to the shoulders. Resistance is provided by a weight stack which enables the workload to be adjusted to suit each type of user.</p>
<p>- http://www.technogym.com/gb/products/strength-training-equipment/core-exercise-equipment/selection/low-row/427</p>
<p> </p>
<p>Muscels:</p>
<ul>
<li>Rhomboid</li>
</ul>",
L-sit,10,"<p>With the palms of your hands pointed forward set shoulder-width apart, push your body off the ground, locking your elbows as if you’re at the top of a dip exercise. Make sure to keep your shoulders down as you lock your knees and hold your legs together tightly, forming a 90-degree angle with your torso. Your legs should be parallel to the ground. hold for time.</p>",7
Lunges,9,"<p>Challenging your balance is an essential part of a well-rounded exercise routine. Lunges do just that, promoting functional movement, while also increasing strength in your legs and glutes.</p> Another Description is : A lunge can refer to any position of the human body where one leg is positioned forward with knee bent and foot flat on the ground while the other leg is positioned behind.",10
Lying Rotator Cuff Exercise,13,"<p>This is an excercise for problems with the levator muscles. Primary  Infraspinatus, secondary Teres Minor.</p>
<p>Lying on side. Keep elbow on waist and in 90 dgr angle. Rotate towards stomach. Add weight as fit.</p>",3
Lying Tricep Extensions,8,Tricep extensions are one of the most stimulating exercises to the entire triceps muscle group in the upper arm. It works the triceps from the elbow all the way to the latissimus dorsi.,"1,2"
Lying Triceps Extension,8,<p>Lay down and pull a dumbbell over your head.</p>,8
Lying Windscreen Wipers,10,"<p>Lie down on back on mat, stretch out arms for support. Raise legs, keeping them stretched. Drop both legs to right side, then back up. Drop down to left side then back up. Repeat.</p>",
Man Breakers,12,<p>From the floor do a back low row than a burpee into shoulder press and back down into pushup position</p>,3
Metin,9,Grab dumbbells and extend arms to side and hold as long,
Military Press,13,"<p>The military press is a variation of the overhead press weight training exercise using very strict form and no pre-movement momentum.The military press targets the deltoid muscles in the shoulders as well as the triceps. Additionally, it works the core and legs, which the lifter uses to help stabilize the weight.The lift begins with the lifter standing and the barbell on the anterior deltoids. The lifter then raises the barbell overhead by pressing the palms of the hands against the underside of the barbell.</p> Another Description is : <p>On an SZ-bar grip your hands on the outside of each bend and stand with your arms straight down, palms facing your legs. Pull the bar (bending your arms at the elbow) to your chest, and the push the bar above your head (arms as straight as possible). Return the bar to your chest by dropping your arms at the elbows. Return the bar to it's origional position (stand with your arms straight down, palms facing your legs.)</p>",1
Mountain Climber Twist,10,"<p>Get into full plank position with your core engaged. Twist to bring your right knee toward your left elbow. Return to a full plank before switching legs, bringing your left knee toward your right elbow.</p>",
Muscle up,12,"<p>The body is then explosively pulled up by the arms in a radial pull-up, with greater speed than a regular pull-up. When the bar approaches the upper chest, the wrists are swiftly flexed to bring the forearms above the bar. The body is leaned forward, and the elbows are straightened by activating the triceps. The routine is considered complete when the bar is at the level of the waist and the arms are fully straight.</p>
<p>To dismount, the arms are bent at the elbow, and the body is lowered to the floor, and the exercise can be repeated.</p>
<p>As a relatively advanced exercise, muscle-ups are typically first learned with an assistive kip. The legs swing (kip) up and provide momentum to assist in the explosive upward force needed to ascend above the bar. More advanced athletes can perform a strict variation of the muscle-up which is done slowly, without any kip. This variation begins with a still dead hang and uses isometric muscle contraction to ascend above the bar in a slow, controlled fashion.</p>",6
Negative Crunches,10,"<p>Sit yourself on the decline bench and fix your legs. Cross your arms over the chest and bring with a rolling movement your upper body up, go now without a pause and with a slow movement down again. Don't let your head move during the exercise.</p>",
Oblique Cable Crunch,10,"<ol>
<li>The standing oblique cable crunch hits the abs and obliques. Set up the high pulley cable machine by attaching a grip attachment and selecting the weight you want to use.</li>
<li>Grasp the handle with your left hand and face your body at a right angle to the cable pulley with your feet firmly on the floor and shoulder width apart.</li>
<li>Your forearm should be at a right angle to your upper arm.</li>
<li>Pull down with your left oblique as far as possible.</li>
<li>Pause, then lower the weight back down.</li>
<li>Don't let the weight drop to the stack at any time throughout the exercise.</li>
<li>Repeat this movement for the desired number of reps and then switch to your other side. </li>
</ol>",
One-Arm Dumbbell Floor Press,11,"<p>One-Arm Dumbbell Floor Press</p>
<p>Chest Press from floor one arm at a time.</p>",3
Outer Thigh Machine,9,<p>Inner/Outer-Thigh Machines. The inner/outer-thigh—a.k.a. adductor/abductor—machine is the result of too many trainees overstretching and spraining knee ligaments by using cables attached to their ankles for inner- and outer-thigh-muscle<strong>training</strong></p>,
Overhand Cable Curl,10,"<p>Hands at shoulder height, curl arms in toward head, then back out.</p>",
Overhead Squat,9,"<p>The barbell is held overhead in a wide-arm snatch grip; however, it is also possible to use a closer grip if balance allows.</p>",
Pause Bench,11,"<p>Lower the bar to your chest and pause (but do not rest) there for 2 seconds. Press back up. use the same weight you would on bench press, but perform only single reps. Total the number of reps you did in one set of bench press (if you did 3 sets of 8 do 8 sinlge pause bench reps.</p>","1,8"
Pelvic Tilting Medium Risk,12,<p>Lay on your back and lift your buttocks off the floor. Feet are flat on the floor. </p>,
Pendelay Rows,12,<p>Back excercise with a barbell with a starting position which is in a bent over position with the back paralell to the ground. The barbell is on the ground at chest level.For the movement grab the barbell at shoulder width grip and pull towards your chest without losing the bent over position and without moving anything but your arms</p>,1
Perfect Push Up,11,<p>Push up with perfect push up</p>,
Pike Push Ups,8,<p>Push Up performed from a pike position (optional to have feet elevated).</p>,7
Planche Lean,12,"<p>Planche lean is a progression excercise that gets you closer to doing planche. Even though it's under ""back"" category, it's really a full-body excercise.</p>",7
Plank,10,"The plank (also called a front hold, hover, or abdominal bridge) is an isometric core strength exercise that involves maintaining a position similar to a push-up for the maximum possible time. Another Description is : The plank is one of the most common core exercises, ever, but most guys get it wrong. Creating tension in your abs primes your body to maximally contract all of its muscles. ""This is a very useful ability when sprinting, jumping, and lifting weights,"" Dunham says Another Description is : <p>Get into a position on the floor supporting your weight on your forearms and toes. Arms are bent and directly below the shoulder. </p>
<p>Keep your body straight at all times and hold this position as long as possible. To increase difficulty an arm or leg can be raised while performing this exercise.  </p>",7
Plank Walk Up,10,<p>Hand Plank Position then walk up til butt is the air.</p>,
Power Clean,13,<p>Olympic weight lifting</p>,
Preacher Curls,8,<p> Place the EZ curl bar on the rest handles in front of the preacher bench. Lean over the bench and grab the EZ curl bar with palms up. Sit down on the preacher bench seat so your upper arms rest on top of the pad and your chest is pressed against the pad. Lower the weight until your elbows are extended and arms are straight. Bring the weights back up to the starting point by contracting biceps. Repeat</p>,
Prone Scapular Retraction - Arms at Side,12,"<p>Lying on stomach with head on towel.</p>
<p>Stretch arms straight out to your sides.</p>
<p>Slowly lift your arms, pulling your shoulderblades together, hold for 3 seconds.</p>
<p> </p>",
Pull Downs,12,"The pulldown exercise is a strength training exercise designed to develop the latissimus dorsi muscle. It performs the functions of downward rotation and depression of the scapulae combined with adduction and extension of the shoulder joint. The cable lat pulldown is done where the handle is moved via a cable pulley, as opposed to doing pulldowns on a leverage machine.",
Pull-over  (Extended Arms),12,"<ul>
<li>Stand up, take the pull bar and pull down with extended arms.</li>
<li>Going back to the original position</li>
</ul>",6
Pullup,12,"A pull-up is an upper-body strength exercise. The pull-up is a closed-chain movement where the body is suspended by the hands and pulls up. As this happens, the elbows flex and the shoulders adduct and extend to bring the elbows to the torso.",6
Pull Up,8,"<ol>
<li>Start from a dead hang</li>
<li>Pull your body up until your chin clears the bar</li>
<li>Lower yourself back into a dead hang</li>
</ol>",
Pull-ups,12,"<p>Grab the pull up bar with a wide grip, the body is hanging freely. Keep your chest out and pull yourself up till your chin reaches the bar or it touches your neck, if you want to pull behind you. Go with a slow and controlled movement down, always keeping the chest out.</p>",6
Push Press,13,<p>olympic weight lifting</p>,
Push Ups,8,"<p>Start with your body streched, your hands are shoulder-wide appart on the ground. Push yourself off the ground till you strech your arms. The back is always straight and as well as the neck (always look to the ground). Lower yourself to the initial position and repeat.</p>",7
Rack Deadlift,12,"<p>Deadlift to be done using a Smith machine or a free rack. Bar or barbell hould be just right under the knee cap level. Lift using the glutes and through the heels, then come back to starting postion with a control movement of 2 seconds.</p>
<p>This exercise targets mainly the lower back and glutes.</p>",
Rear Delt Raises,13,"<p>Seated on a bench bWith the dumbbells on the floor bend over at 45 Degrees and then slowly raise each dumbbell to shoulder height and hold for a couple seconds before lowering to the starting position. </p>
<p> </p>",3
Rear Delt Rope Pull,13,"<p><strong>Preparation</strong></p>
<p> </p>

Stand facing rope attachment on high pulley cable. Grasp each end of rope just above enlarged ends. Step back with one foot so arms and shoulders are positioned straight forward with cable taut. Point elbows outward.

<p> </p>
<p><strong>Execution</strong></p>
<p> </p>

Pull rope to upper chest or neck, keeping elbows at shoulder height until elbows travel slightly behind back. Keep upper arms perpendicular to trunk. Return until arms are extended forward. Repeat.

<p>Target</p>
<p>             Posterior Deltoid</p>",
Renegade Row,12,"<p>Get into pushup position gripping some dumbbells. Perform one pushup, then drive your left elbo up, bringing the dumbell up to your body. Return the dumbell to starting position. </p>
<p>Perform another pushup and then row with the other arm to complete one rep.</p>",3
Reverse Bar Curl,8,"<p>Hold bar with reverse (or ""overhand"") grip, palms facing the floor.</p>",2
Reverse Crunch,10,"<p>1. Lie on your back with your knees together and your legs bent to 90 degrees, feet planted on the floor. Place your palms face down on the floor for support.</p>
<p>2.Tighten your abs to lift your hips off the floor as you crunch your knees inward to your chest. Pause at the top for a moment, then lower back down without allowing your lower back to arch and lose contact with the floor.</p>",7
Reverse Curl,8,The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise.,"1,3"
Reverse Grip Bench Press,11,<p>Upper chest focuses exercise that also works triceps</p>,"1,8"
Reverse Plank,10,<p>Plank with stomach towards ceiling</p>,
Ring Dips,8,<p>Dips peformed on gymnastic rings.</p>,
Ring Pelican Curl,8,"<p>Start by holding the rings with a supine grip at chest level. The elbows are held behind the back, applying inward force.</p>
<p>The eccentric phase begins by extending the arms as slowly as possible, keeping the whole body tight and trying to oversupine the forearms.</p>
<p>The concentric phase is executed by flexing the arms to return to the starting position, trying to keep the elbows static throughout the movement.</p>
<p>The difficulty can be increased by placing the rings at a lower height.</p>",7
Roman Chair,10,<p>Crunches on roman chair</p>,
Roman Chair Crunch,10,"<p>Use Hyperextension chair.  Sit on chair, arms crossed on over your chest. then situp slowly and back</p>",
Romanian Deadlift,9,<p>DL from top to pos 2: https://www.youtube.com/watch?v=WtWtjViRsKo</p>,1
Row,12,"In strength training, rowing (or a row, usually preceded by a qualifying adjective — for instance a seated row) is an exercise where the purpose is to strengthen the muscles that draw the rower's arms toward the body (latissimus dorsi) as well as those that retract the scapulae (trapezius and rhomboids) and those that support the spine (erector spinae). When done on a rowing machine, rowing also exercises muscles that extend and support the legs (quadriceps and thigh muscles). In all cases, the abdominal and lower back muscles must be used in order to support the body and prevent back injury.","1,3,6"
Rowing,9,"<p>To use a rowing machine</p>
<p>1. Wrap fingers lightly around the handle and keep wrists straight.</p>
<p>2. extend arms in front of you, keeping shoulders relaxed—no hunching!</p>
<p>3. hinge forward from the hips and bend knees until they’re over ankles </p>
<p>4. push through feet, extend legs, and lean back slightly; keep shoulders relaxed.</p>
<p>5. draw elbows straight back to sides until hands reach ribs.</p>
<p>6. to start the next stroke, extend arms, and then bend knees to slide the seat forward.</p>",
Rowing Machine,10,"<p>Use rowing machine, trying to keep a steady speed</p>",
"Rowing, T-bar",12,"<p>The execution of this exercise is very similar to the regular bent over rowing, only that the bar is fixed here.</p>
<p>Grab the barbell with a wide grip (slightly more than shoulder wide) and lean forward. Your upper body is not quite parallel to the floor, but forms a slight angle. The chest's out during the whole exercise. Pull now the barbell with a fast movement towards your belly button, not further up. Go slowly down to the initial position. Don't swing with your body and keep your arms next to your body.</p>",
Run,9,"<p>Running or jogging outside in a park, on the tracks,...</p>",
Run - Interval Training ,9,"<p>Run and do some interval trainings such as hill repat, fartlek,..</p>",
Run - Treadmill,9,<p>Run on a treadmill</p>,
Run/Walk,9,"<p>Run and Walk</p>
<p>------------------------------------------------------------</p>",
Russian Twist,10,"<p>https://en.wikipedia.org/wiki/Russian_twist</p> Another Description is : <p>First, one should sit on the floor with knees bent as in a ""sit-up"" position. The feet should be kept together and slightly above the ground or put under a stable surface. The torso should be kept straight with the back kept off the ground at a 45 degree angle. Arms should be held together away from the body in a straight fashion and hands kept locked together like a ball or one can hold a weight to increase the difficulty. Next, the arms should be swung from one side to another in a twisting motion, with each swing to a side counting as one repetition. The slower one moves the arms from side to side, the harder the exercise becomes, working the abdomen that much better. When moving one's arms during the exercise, it is crucial to not stop between repetitions or else one will lose the effect of working the abdomen. Constant breathing in and out during the exercise is important as one should not hold one's breath</p>
<p>- Wikipedia</p> Another Description is : <ol>
<li>Lie down on the floor placing your feet either under something that will not move or by having a partner hold them. Your legs should be bent at the knees.</li>
<li>Elevate your upper body so that it creates an imaginary V-shape with your thighs. Your arms should be fully extended in front of you perpendicular to your torso and with the hands clasped. This is the starting position.</li>
<li>Twist your torso to the right side until your arms are parallel with the floor while breathing out.</li>
<li>Hold the contraction for a second and move back to the starting position while breathing out. Now move to the opposite side performing the same techniques you applied to the right side.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",
Scissors,10,"<p>Scissors is an abdominal exercise that strengthens the transverse abdominals, helping flatten your belly and strengthen your entire core. Scissors is not only a core strength move, but it is also a great stretch for your hamstrings and your lower back. Everyone is looking for new ways to work the core, to flatten the belly and to improve flexibility. If you learn how to do Scissors you will get everything rolled together in one move.</p>",
Seated Box Jump,9,<p>jump from seated position onto box</p>,
Seated Hip Adduction,9,"Preparation
Sit on seat and lift one leg onto padded lever. Lean back onto back pad. Grasp handles attatched to leg levers. Push handles together and raise other leg onto other padded lever. Release leg lever handles and grasp other handles to each side.

Execution
Move legs together until leg levers make contact. Allow legs to seperate far apart until slight stretch and repeat.",
Seated Triceps Press,8,"<p>Sit down on a back (better with back support). Take a dumbbell firmly with both hands and hold it with extended arms over your head. With your palms facing upward and holding the weight of the dumbbell, slowly lower the weight behind your head.</p>
<p> </p>","8,3"
Seatups,10,<p>put your feet on a high level and pull your self</p>,
Shotgun Row,12,"<ol>
<li>Attach a single handle to a low cable.</li>
<li>After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.</li>
<li>Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.</li>
<li>After a brief pause, return to the starting position.</li>
</ol>",
Shoulder Dislocations,13,<p>Hold a bar or broomstick on either end. Raise the bar above the head and slowly lower the bar behind you to rest on the hips/back/butt. This exercise is to improve pasture and mobility of the shoulders. </p>,1
Shoulder Press,13,"The press, overhead press (abbreviated OHP) or shoulder press is a weight training exercise with many variations, typically performed while standing, in which a weight is pressed straight upwards from racking position until the arms are locked out overhead, while the legs, lower back and abs maintain balance.","1,3"
